#,6,21,33,16,4,23,35,14,2,0,28,9,26,30,11,7,20,32,17,5,22,34,15,3,24,36,13,1,37,27,10,25,29,12,8,19,31,18
1,1,1,,1,1,3,2,2,,,1,2,2,1,1,,,1,,2,1,2,,1,2,1,1,1,1,1,1,,1,,,2,2,
2,,,2,2,2,2,1,2,1,,2,1,1,2,,,,3,3,1,,,,,3,,1,,2,,,,1,1,2,2,1,
3,1,1,1,,3,2,,2,4,1,,1,4,,,1,2,2,1,1,,1,1,2,,,,1,,,1,1,,1,1,1,,1
4,3,1,,2,1,,1,,1,1,1,2,2,2,,,,1,,,,1,1,1,2,2,5,,,,,2,1,3,,2,,
5,,,,1,,3,,,1,1,2,1,,2,,,3,2,1,4,,,2,1,,2,1,1,2,1,,1,2,2,2,,,
6,1,1,,2,1,1,2,,1,3,,2,2,,1,2,,,1,,1,1,,1,,1,1,,2,3,1,2,2,1,1,1,,
7,,5,1,1,1,1,,1,,1,2,1,1,1,,,1,,1,3,3,3,2,2,,,1,1,1,1,2,,,1,,,,
8,,2,,1,,1,5,2,,1,1,1,,1,1,1,,2,1,2,,1,2,,,1,2,,,1,1,1,1,,1,3,2,
9,2,,2,,1,1,1,4,2,1,,2,1,2,1,1,3,,,,,1,1,,1,1,,1,2,,2,1,,1,,,1,2
10,1,1,2,,,,1,,2,1,1,4,,2,1,2,1,3,,1,1,1,2,1,,,1,1,1,,3,1,3,,,,,
11,2,2,2,,,,2,3,,1,1,1,1,,,1,2,3,2,,,2,,3,,1,1,2,1,,,,3,2,,,,
12,,2,2,1,1,,1,1,1,1,1,,2,,1,,4,,1,2,,,2,1,2,3,,1,,1,,2,,,2,,1,2
13,,,1,,1,3,,2,1,2,2,,1,1,2,,,1,3,1,,1,2,1,,2,1,,1,2,1,,,,3,1,2,
14,2,,1,3,1,4,1,,1,1,2,1,1,3,1,1,,2,,,,1,,1,1,1,,,,1,1,2,2,1,1,,1,
15,1,2,,3,3,1,1,2,,1,3,,,1,2,1,2,1,,1,,,2,1,,,1,,1,1,,1,,2,2,1,1,
16,3,3,,,4,,3,1,1,,1,,,,,,1,1,2,,1,2,2,1,2,,1,1,3,1,1,,,1,,,1,1
17,,1,4,1,,1,,,1,,1,1,1,,,1,1,1,2,2,1,,1,1,2,1,1,1,4,1,,2,,1,1,3,,
18,2,,,3,1,2,1,1,,,3,,,2,1,,1,,1,3,1,1,1,,1,1,1,2,1,,,1,,,2,2,1,2
19,1,1,,,,,,5,1,1,1,,4,,,,1,,3,3,1,,2,,2,,1,1,1,1,1,2,,1,,1,3,
20,2,,1,2,3,1,1,1,1,2,1,1,,2,3,2,1,,1,1,1,2,,1,,,,1,1,,,1,1,2,1,,1,
21,1,,1,,,2,1,1,,3,,3,1,2,,1,2,,1,2,,1,2,,1,2,2,1,,,1,1,,3,,1,1,1
22,1,1,3,,3,2,2,3,,,2,,,,,,,1,4,1,,1,1,2,,,,1,,1,1,2,3,,2,,,1
23,,3,1,3,,1,1,1,,,,2,1,,1,1,1,1,2,,2,1,,,2,,1,,1,2,1,,,,2,1,3,3
24,,1,,1,1,3,2,2,1,,2,2,1,,,,,,1,2,2,,,,2,1,1,3,,2,,,1,2,,1,3,1
25,1,1,,,2,,2,1,1,,3,1,1,1,,1,3,1,,1,,2,2,2,2,3,,,,2,,1,1,,1,1,1,
26,2,1,,1,1,,1,,2,1,2,2,,,,,1,1,,,4,,2,3,1,,1,1,2,,1,,1,3,2,1,,1
27,3,1,1,2,3,1,1,2,1,1,,1,,,1,1,,1,,2,1,,,2,,2,1,3,1,,1,1,,1,1,,2,
28,1,1,,1,,2,2,,1,3,1,2,1,,,2,,2,,,1,1,1,3,1,1,2,,1,2,,1,1,,2,1,1,
29,1,1,,1,,,4,1,,,1,2,,2,3,1,2,1,1,,1,2,,,,,2,1,1,,2,4,,,3,,1,
30,,2,2,,1,1,1,5,,,2,1,2,1,1,4,1,,,1,1,1,2,,,,,,,,1,,,3,2,1,1,1
31,,,1,2,,1,,2,,,3,1,,2,2,,,,1,1,3,,1,,2,4,4,1,1,1,,,,1,1,3,,
32,,3,,,,,1,1,,4,,,1,1,,2,2,2,1,1,1,,,1,1,,1,1,3,3,1,1,1,4,,1,,
33,,5,1,2,,2,,2,1,2,1,2,1,,1,2,1,1,,,1,2,1,,,,2,1,1,1,2,1,1,,,,,1
34,,3,2,3,,,1,1,1,,1,,1,2,,,,1,1,1,2,2,1,,,2,1,,2,2,2,2,,,2,2,,
35,,2,2,2,2,,1,,2,1,,2,1,2,1,1,1,2,,,,1,,2,5,,1,,,,2,,,2,1,1,,1
36,,3,3,2,1,1,2,1,,2,1,2,,1,2,,,,,2,4,,2,,,,3,,,1,1,2,2,,,,,
37,,,1,3,1,,3,,,,,1,1,2,1,,,,2,,2,,4,1,1,,2,1,,1,,1,1,3,1,1,3,1
38,1,,3,,,1,1,1,2,1,1,2,3,,,2,,1,1,,1,2,,,1,,,4,1,,1,3,1,1,1,1,,1
39,,,1,1,1,1,2,,3,1,,,,1,,2,,1,1,1,3,,,2,1,1,,1,1,,1,2,3,4,,,2,1
40,1,1,,1,,,,3,1,3,1,,1,1,1,,,,1,,,3,,,2,3,2,,2,2,,1,3,1,1,,1,2
41,,1,3,1,,2,,,,,,1,2,4,,,3,3,,1,,1,,2,,1,,,1,2,,1,,1,3,2,,3
42,3,1,2,5,1,,,1,2,1,,1,2,,1,,1,2,,,1,,,1,1,2,,,,1,,1,1,2,2,,2,1
43,1,1,,,1,3,1,2,4,2,1,1,2,,2,,,1,,,1,,,1,,2,1,2,2,1,1,,1,,2,,2,
44,,1,1,1,,2,1,,,1,1,,1,1,2,2,4,,,,4,,2,1,,,,1,2,,1,3,,,,1,3,2
45,,,,1,,1,2,,2,1,,,,2,,3,,1,3,,,1,1,1,2,1,2,,4,4,1,,1,2,,,1,1
46,,1,,1,,,,,2,3,,1,1,3,,1,2,2,2,1,,,3,2,,2,2,3,,1,,1,1,2,1,,,
47,,1,2,,1,,1,2,1,1,1,,1,1,,1,,2,2,1,4,,,,2,,2,2,2,3,,1,1,,,1,1,1
48,1,1,1,2,,2,,,2,2,2,1,3,1,3,,1,1,,2,1,,1,,1,,2,2,1,,,,1,,,1,3,
49,2,,,1,1,1,,1,,,4,2,2,,4,,1,1,1,,3,2,,1,1,,1,1,2,1,,,1,2,,1,1,
50,1,1,,1,,1,1,,1,1,1,,1,1,1,1,1,,4,3,1,,1,2,,2,,,1,,1,2,1,5,,2,,
51,,1,,,,,2,2,1,,1,1,1,2,1,1,1,2,1,1,,,3,1,1,2,1,2,1,,,1,1,1,,2,2,2
52,1,1,1,,,,,,2,,,1,2,3,2,,,,,1,1,3,1,,,3,2,,1,4,3,1,,,,1,4,
53,2,1,2,1,,1,,2,1,,1,1,,1,1,,1,3,,,1,1,3,2,2,3,,1,,1,,1,2,,,,1,2
54,1,1,1,3,,2,,,,2,1,,,2,,1,1,1,1,1,2,,1,2,3,2,,,1,1,1,1,,1,3,,1,1
55,2,1,2,3,3,1,,,2,,,2,2,2,1,,,,,2,,1,2,1,1,1,1,1,,,1,1,,,,1,3,1
56,3,,1,1,1,1,2,,1,1,1,1,2,3,1,2,,,2,,1,1,1,,1,1,1,1,1,,2,,1,,3,,1,
57,2,,2,1,1,3,1,,,,3,,,,,1,1,,,2,,1,2,1,,,1,,2,1,2,3,1,2,,2,1,2
58,2,1,2,2,1,1,2,,1,1,2,2,2,,,2,1,1,2,,,1,,,1,,1,1,1,1,1,1,,1,3,1,,
59,,3,,4,,1,2,2,1,2,1,2,,,1,1,2,1,1,1,,,1,1,3,2,1,3,,1,,,,,,,,1
60,,2,,,,,2,,,,1,1,3,3,3,1,,3,1,4,,1,,,,,,1,,3,3,,1,1,1,1,,2
61,1,2,,,1,3,1,2,,2,3,1,1,,,,1,,,2,1,,,1,1,2,2,2,,3,,,3,1,1,1,,
62,2,,1,,,2,1,,1,,1,,1,1,2,1,2,,1,1,,2,1,1,,2,,4,,,2,,2,1,3,1,1,1
63,,2,,1,,,1,1,1,3,,1,1,,2,1,1,2,2,3,1,1,,,,,4,,2,2,1,,1,,1,1,2,
64,,1,2,1,,2,2,1,,1,,,2,,1,2,1,,,,1,3,2,2,2,,1,2,,,,,3,,1,2,2,1
65,,1,1,3,1,1,2,1,,,,2,,1,3,,,2,,2,,1,2,1,1,,2,,1,,1,2,,2,2,1,,2
66,,3,,,,,1,1,4,,1,,,,1,1,,1,2,3,3,1,,1,1,2,2,,1,,,,,3,3,1,1,1
67,1,,2,1,1,3,1,1,,2,,1,,1,2,,1,1,1,,2,,1,2,1,3,,1,1,,2,2,1,,,,1,2
68,1,,5,,,1,,1,4,,,2,3,,1,2,3,,1,1,,1,1,2,1,,,,1,2,,,,1,1,1,,2
69,4,,,,2,2,,,1,3,3,,1,1,1,1,3,,2,2,1,,2,,,2,,1,1,1,,,2,1,,,1,
70,1,1,1,2,2,,2,2,3,,,,3,,1,,,,2,,,1,1,,3,1,,3,2,,2,2,,,,,1,2
71,2,1,1,2,1,,,2,2,,3,1,,2,1,1,,,,,1,,,1,,1,5,,1,1,2,1,1,1,2,,1,1
72,2,2,,,1,2,1,1,,3,1,2,,1,,,,,2,2,,2,,,1,1,2,1,,4,2,2,,,1,1,1,
73,1,1,,1,1,2,,1,,1,2,1,1,1,1,,,1,2,1,1,3,1,1,,,2,2,2,,,,2,1,2,1,1,1
74,1,2,1,1,2,2,,,,3,5,3,1,,,1,,,1,2,,1,1,,,,,2,,2,,,3,1,2,,1,
75,,1,1,,1,1,2,2,1,,1,,6,,,1,,1,,2,1,,1,2,1,1,2,1,,1,2,,2,,1,,1,2
76,2,1,2,1,,,1,1,2,1,2,1,2,1,,,,,1,1,1,1,2,,1,2,1,,1,1,,,1,2,1,2,1,2
77,2,1,1,2,1,1,2,,,3,1,,,,2,3,,,1,,,,2,1,,3,2,,,,,1,3,1,2,,1,2
78,1,,1,1,3,,,1,,2,2,1,,4,1,3,,,,2,3,1,1,1,,1,,,,1,1,1,,,2,3,1,
79,2,,1,1,1,1,1,,,2,1,1,2,2,2,,,,1,1,,1,2,,1,2,1,,,4,,,1,,2,2,3,
80,2,1,,,,1,2,3,,,1,,,,1,,4,2,1,3,,1,1,,1,,1,1,3,,1,,,2,3,1,1,1
81,,1,,1,,1,2,2,,1,4,,2,1,2,1,,1,1,2,1,,1,1,,1,3,,,1,1,1,1,2,,,1,2
82,1,3,2,2,1,1,2,1,1,1,2,1,1,,1,1,1,2,,,1,,,,3,,,,1,1,1,2,,,1,1,1,2
83,3,3,1,2,,,,,,,,1,,2,1,,1,2,1,,2,1,2,1,,1,1,2,2,,,1,4,1,2,,,1
84,1,3,2,,1,1,,,,2,1,,1,,,,2,2,2,2,2,,,,1,2,4,2,1,2,1,1,,1,,,,1
85,1,2,1,1,2,1,2,1,,,1,,,,2,1,,4,,1,2,2,3,,2,1,,,1,1,1,,,,1,1,1,2
86,2,1,,1,,,1,1,3,,,,,1,2,2,,1,,3,1,2,1,2,1,1,1,1,1,,1,,2,2,1,1,1,1
87,3,,1,3,,4,,1,,4,,,1,1,1,2,2,1,1,1,1,,1,1,1,,1,,2,1,,1,1,1,,,1,
88,,,3,,1,,,1,2,,1,,1,2,,1,2,,1,,3,,1,2,2,1,5,,2,1,1,1,1,,2,1,,
89,2,1,,1,1,1,1,,1,,1,1,2,2,,2,2,1,1,1,1,1,,1,,,,1,2,1,1,2,,,,2,2,3
90,2,3,2,1,1,,2,3,1,,1,,1,2,2,,1,1,,1,,3,1,1,2,1,,,,,1,,3,,,,,2
91,2,,1,1,,1,,3,1,1,,,1,2,,,3,1,1,1,1,1,1,1,,,,1,,,1,3,1,2,4,,1,2
92,1,3,,2,1,1,,1,,1,,2,1,1,3,1,3,,,,1,1,1,1,2,1,2,,1,,,2,2,,2,,,1
93,,2,2,2,1,6,,1,,2,,,2,1,,1,2,1,2,,1,,,,2,1,1,3,,1,,1,,1,,1,1,
94,1,1,1,1,1,1,,1,1,,,1,,,1,,,1,3,1,1,1,,2,3,1,,2,1,,4,1,,,1,,4,2
95,,3,,1,1,,,1,1,1,2,,,1,,1,2,,2,3,1,1,1,2,2,1,2,,,,2,,1,1,,1,1,3
96,1,3,,,1,3,,2,,1,,,8,1,,,,,1,,,2,,1,2,2,2,,,1,1,,2,,1,2,,1
97,2,,1,3,3,1,1,1,1,2,3,1,,,1,1,,,2,,,,2,,1,1,1,1,,1,1,1,,2,1,,3,
98,1,1,1,,,,1,1,,,3,1,3,3,,,,2,1,,1,1,1,,1,,,,2,3,1,3,,1,1,2,1,2
99,,,2,,2,,1,,1,1,,,1,1,4,,,1,2,2,,4,1,,1,,2,1,1,,2,3,1,1,,1,2,
100,2,,2,,,1,3,1,1,,1,1,2,,2,1,,1,,1,2,,3,,,1,2,,1,3,,1,1,,,1,2,2
101,1,,1,1,,1,,1,,1,,,,,1,3,,,1,,5,,3,,1,,3,1,3,1,,2,1,2,1,2,2,
102,,,,1,4,,,,3,1,3,4,1,2,,,1,1,2,1,,,2,2,,1,,1,1,,1,2,2,,,1,,1
103,2,2,2,,1,,2,1,,2,,,,,1,1,1,1,2,,1,2,,,2,1,,3,1,,2,1,1,,1,3,,2
104,,,1,,,1,2,,,,4,1,,2,2,1,,1,1,,2,2,2,,2,,1,1,1,1,1,,1,,2,2,3,1
105,1,,1,1,,,2,1,,1,,1,,1,,1,3,1,,,3,1,,1,1,1,2,1,3,2,,,3,,3,1,1,1
106,,2,2,,3,2,,,1,1,,,1,2,1,,3,1,,,2,1,1,2,1,1,,1,3,,,1,3,1,1,,1,
107,3,2,,1,,,,1,3,3,,,2,,,,,,2,1,,1,2,,1,2,,1,2,,3,,2,1,2,,1,2
108,,2,,1,,2,2,3,,,4,,1,1,1,3,,1,2,1,,,4,1,1,1,,,1,,,,3,,2,,,1
109,,1,,1,2,1,1,,,,,1,1,,1,2,1,,2,1,3,1,2,1,,1,2,,2,3,1,,2,,1,1,2,1
110,,1,1,1,,2,1,1,3,2,,1,1,,1,2,1,,,1,1,,,1,,3,1,1,,2,,2,2,3,1,1,,1
111,2,1,,4,2,,1,1,,,1,2,,5,3,,2,1,,2,,,1,,,,,,,1,1,3,2,2,,,,1
112,,1,,1,1,2,1,,1,2,2,,2,1,,1,2,1,1,1,1,2,2,,2,,1,1,,2,1,1,1,1,,1,1,1
113,,,1,3,1,1,1,,,1,2,1,,1,2,2,1,1,,1,,,2,2,,2,1,4,1,,,1,2,,1,1,2,
114,,,1,3,2,,1,1,1,,,2,1,1,2,2,1,,1,1,1,2,1,1,,,2,2,1,3,2,2,1,,,,,
115,3,2,1,1,,,,,1,1,,,1,,,,,1,,2,1,4,3,1,1,2,,1,2,,,2,2,,,,1,5
116,1,1,1,2,1,,2,1,,1,1,2,,3,,2,,,,,3,1,1,,,,,,1,1,1,3,2,2,1,3,,1
117,,,,2,,,4,,2,2,1,1,,1,,1,,1,1,,1,1,1,2,1,2,1,3,2,1,1,2,,,2,,1,1
118,1,1,1,1,1,2,2,,,1,,,1,,1,2,1,1,2,,2,1,1,,1,,2,2,,3,2,1,,1,2,2,,
119,2,,,2,3,1,2,4,2,1,,1,,,,1,1,2,,1,,1,,2,,,2,1,1,1,,,,1,3,1,1,1
120,2,1,1,1,1,,,2,2,,1,2,1,1,1,1,,1,,1,3,1,2,1,1,,1,2,1,,2,,2,1,,,1,1
121,1,1,1,,5,2,,1,3,1,,,3,,,1,1,1,,,,,1,,4,1,,2,,1,,1,,2,2,2,,1
122,,,2,1,,,1,2,,2,4,1,1,,,1,2,1,1,2,1,3,1,1,2,1,1,2,,,2,,,1,,,1,1
123,1,1,1,2,1,,1,3,3,,2,1,,1,1,2,,1,1,1,1,1,1,,2,1,1,,,,2,2,1,3,,,,
124,1,,1,,1,2,1,,3,2,1,1,2,1,,,,,2,,1,,2,,4,,2,,2,2,2,1,2,1,1,,,
125,,1,1,1,,,1,2,2,1,,,1,1,2,,,1,1,1,2,1,1,2,1,,2,1,1,3,1,,,2,2,1,,2
126,1,2,4,1,5,,,,1,,,,2,1,,1,1,1,1,2,,1,3,1,1,2,,,,2,,2,,1,,1,,1
127,1,2,,1,2,2,,,,1,1,1,1,1,3,,2,,1,,4,1,3,,1,1,1,2,,1,,2,1,1,,1,,
128,,1,,1,1,1,,1,3,2,2,2,,1,3,,1,,2,,1,,1,2,,1,2,,1,2,,2,1,1,,1,1,1
129,,1,1,1,,1,,1,,2,3,,1,2,,1,2,1,2,2,3,1,,1,1,1,1,1,1,,2,,,,1,2,2,
130,1,1,1,,,2,,1,1,2,,,1,1,2,,2,,,1,1,1,,2,1,1,3,,4,,1,3,1,,1,,3,
131,,1,1,1,4,2,,1,1,2,1,,1,3,,,1,,3,1,1,,,,,,1,,1,,3,1,2,1,2,1,2,
132,1,,2,1,2,,1,1,1,2,1,,,1,1,3,1,,1,,,2,1,2,1,1,1,1,,2,,3,,1,1,,1,2
133,,1,1,,1,,1,,1,,4,1,,,,2,1,2,4,,2,,2,,,2,2,1,1,1,,1,1,1,,3,,2
134,2,,1,,,3,1,,3,,1,1,2,,2,1,,1,,1,,,2,,2,1,1,1,,3,,1,,1,2,,3,2
135,,2,,,2,1,,1,1,2,1,,1,,,2,1,1,,1,1,1,2,2,,,,1,,,5,1,1,3,1,2,,2
136,1,,,2,1,1,1,1,1,1,2,,1,2,,,1,,5,2,,2,,1,,,2,,1,,1,4,1,1,,,1,2
137,2,,3,1,,1,1,,1,,2,1,3,1,,1,,2,2,,,2,,1,,,2,,,,1,4,3,,2,,1,1
138,1,3,1,2,,2,1,,1,,2,1,1,2,1,,1,1,1,,,2,,,,1,3,,,,1,3,,,1,,4,2
139,,2,2,,2,,,,,2,1,1,,,,1,,2,,2,,,,2,3,,3,4,3,2,1,1,1,2,,,1,
140,,1,1,1,,,1,2,,1,1,1,2,,,4,2,,1,,1,,1,1,2,,2,,,5,,2,1,2,2,,,1
141,2,1,1,,1,2,,1,1,2,1,2,1,,,,1,,,2,1,,2,,2,1,,1,,,1,1,3,2,1,2,2,1
142,1,2,2,,1,,2,2,1,,,4,,1,,2,1,,,2,1,,1,1,2,1,,,,3,2,,1,,1,2,2,
143,1,1,2,1,,2,1,2,1,1,1,,1,1,2,4,1,2,,1,1,1,,2,,,,2,,1,,2,,1,,,,3
144,1,1,1,,1,,,2,1,,2,,3,1,1,,2,,,2,2,1,1,,2,,1,1,1,1,,,2,2,2,,1,3
145,,3,5,1,1,2,,2,,,,2,1,3,1,,,1,2,1,1,,,,1,,2,,,,2,,,2,,1,3,1
146,,2,2,3,,,1,,1,1,,3,,,,1,1,1,,1,1,2,3,,3,2,,1,1,2,,3,2,,,1,,
147,,,1,1,3,1,2,2,,,2,,1,1,1,1,,1,1,2,2,,1,,1,1,1,1,3,,,,3,2,1,,1,1
148,1,1,,2,1,1,1,1,1,1,,,1,1,4,1,1,1,,1,,,,1,3,1,2,,3,1,1,,1,1,1,,,3
149,1,3,2,1,2,1,1,1,1,,,,2,,1,,,2,1,1,2,2,1,3,1,1,,,1,1,,1,1,1,1,,2,
150,,5,,3,1,2,1,,,1,,1,,1,2,,,3,,1,1,2,1,2,,1,1,1,2,2,,,1,1,1,1,,
151,2,1,1,,,3,,2,,2,2,1,,,,2,1,,,1,2,,1,1,3,2,1,1,1,,2,2,1,,,2,1,
152,1,1,1,2,,2,1,2,1,,1,2,1,,,,1,,,1,3,,,1,1,1,2,1,1,2,3,1,1,,1,1,,2
153,1,1,,,,1,1,,1,2,1,,2,1,2,2,1,4,1,1,,,1,,1,2,,2,2,,1,1,1,,1,3,,1
154,2,,1,3,1,1,,4,2,,3,,,2,1,,2,,1,1,,1,1,1,1,1,1,1,1,,,,2,2,,1,,1
155,,2,1,1,,2,3,3,2,1,1,1,1,1,1,,1,,,1,,,1,1,2,,,2,,1,,2,1,,3,2,,1
156,3,1,2,,1,,2,1,2,1,,2,,1,1,1,2,2,2,,1,,1,2,1,,,1,1,3,,,1,1,,1,,1
157,1,1,,,,2,2,1,,3,2,1,,1,2,,,1,1,,2,,1,3,2,1,,1,,1,1,,1,1,1,,3,2
158,1,1,1,,1,1,2,2,2,1,,,,1,2,1,1,2,,2,,1,1,3,,1,1,,1,,1,,,2,1,1,2,2
159,,2,1,,1,1,2,2,2,,2,1,4,,2,,,1,,2,1,1,,,1,,,3,1,2,1,,,,2,1,,2
160,2,,,1,1,,,1,1,,,2,,1,,3,2,2,,3,,1,1,2,2,,2,1,2,1,,1,1,,2,2,1,
161,,1,2,1,1,,,,,1,,1,1,,,1,4,1,1,1,1,2,4,1,1,,,,1,2,,2,,2,,4,1,1
162,2,1,1,1,,1,,1,,,1,,,,1,1,2,1,6,,1,4,,2,2,,1,,1,,1,1,1,1,1,3,,
163,,,1,1,1,1,2,2,,1,,2,1,1,,1,2,,,,,1,2,,,,1,1,3,2,1,1,3,,1,2,3,1
164,,2,,1,2,,3,2,1,,,1,2,,,1,3,2,,3,1,,,2,,2,1,,2,1,,1,,1,1,1,,2
165,,1,1,1,,,2,,,1,2,1,1,,1,,,2,1,,1,,2,3,1,,1,2,,1,4,1,3,,3,,1,1
166,2,,,,1,3,1,,,1,1,1,2,1,,1,2,,,,4,,1,1,2,,3,1,1,,,1,1,,1,1,2,3
167,2,,1,,1,1,2,4,,,1,1,1,,,3,1,2,1,4,1,,1,,,,,,1,,,3,,4,,1,,2
168,,3,,2,1,1,2,1,1,1,,2,,,,2,2,,1,,3,,,2,,,1,1,1,1,3,3,,,3,1,,
169,1,2,2,1,,2,,1,1,,1,1,,,3,3,,1,1,2,,2,,1,,,,3,,2,,3,,2,,1,1,1
170,,3,2,,1,2,1,3,,,2,,4,1,1,,2,,,1,1,1,1,,1,2,1,2,,,1,1,,1,1,,1,1
171,,,,,3,2,3,,1,,,1,,1,1,1,,,,1,,,4,2,,1,1,1,,3,,2,2,3,,1,3,1
172,1,2,1,,2,,3,,1,1,2,1,1,,,2,1,,1,2,2,1,2,1,1,,1,1,,,,,2,2,1,1,1,1
173,1,2,1,4,,,,1,,2,1,1,1,1,3,1,,1,,,1,3,,1,1,1,,1,,2,,2,2,1,1,,,2
174,,1,,3,1,3,1,,2,1,1,1,1,,,,,,1,1,1,2,1,,1,1,,2,2,1,,2,2,2,,,2,2
175,,2,,1,3,2,3,1,1,2,2,,1,1,2,1,1,1,,2,,1,1,,,,,1,2,1,1,1,1,2,1,,,
176,3,2,1,1,2,2,,1,1,1,1,1,2,2,1,,,,2,,3,,1,,,1,,1,2,,,2,1,,,1,1,2
177,2,1,,,1,2,,2,,,,1,1,,1,,1,1,2,,1,,2,1,1,1,,4,4,1,1,,1,1,1,3,1,
178,2,3,1,2,2,1,1,2,,1,,,1,,,2,1,,,3,1,1,,1,,,,,1,1,3,,3,,2,1,1,1
179,,,,1,1,3,1,,1,,,2,1,1,1,1,2,1,1,1,2,2,2,1,,2,2,2,2,1,1,,,,1,1,1,
180,1,1,2,2,,,2,,,2,1,1,2,1,2,2,1,,1,3,,2,1,1,,,2,,2,,1,2,1,1,,,,1
181,1,1,,2,2,,,,,1,3,1,1,,2,,1,3,,2,,1,2,,2,,1,1,1,,1,2,,2,,2,1,2
182,,,1,,,1,1,,2,1,1,1,3,,1,1,,1,1,2,3,,,1,1,1,3,1,1,1,3,,1,,2,2,1,
183,2,,2,5,4,,,4,,2,1,,,,1,,1,2,,,,,,,,1,2,,1,2,,,,,2,2,1,3
184,1,,1,1,1,2,,2,1,2,2,,,,1,2,2,,1,2,1,3,1,,1,,2,,,,1,,1,1,2,2,,2
185,3,1,1,2,,1,1,1,,,2,3,,2,,1,,1,1,1,1,,4,1,2,,1,,,1,3,2,,,,,1,1
186,1,2,,,,,,,1,4,1,1,1,,1,,,2,,,3,2,3,1,3,2,1,1,1,,,,,2,1,,2,2
187,2,3,1,1,,2,2,,2,,,,3,,1,1,1,1,2,,,,,2,,2,1,3,1,2,,1,,,1,2,,1
188,1,1,2,1,,2,,1,,,1,2,1,3,1,,1,1,1,,1,1,1,,,1,7,,1,2,1,1,1,,,1,1,
189,1,2,1,,,,1,2,1,,,,2,,2,2,,1,2,1,,3,1,1,1,2,,1,,2,2,1,1,1,,,4,
190,1,1,,1,1,1,1,1,2,1,1,1,1,,2,,1,2,,,,2,3,1,,,,3,2,2,,1,,2,1,1,2,
191,2,,3,,1,,,1,1,,,,1,1,3,1,1,,,,,,2,,,1,2,5,,1,1,1,1,1,2,2,1,3
192,1,2,,4,1,1,1,1,,,,3,1,1,,,,,,,,1,1,,2,,1,,,5,,,,2,2,1,2,5
193,2,3,,1,1,2,,,4,,2,1,1,2,1,,1,1,1,3,,,1,2,,1,1,1,,1,1,1,,2,,,1,
194,,1,3,,,,,1,,,1,1,1,,1,2,5,,2,2,,1,1,3,1,3,,1,1,1,,,,1,2,,2,1
195,1,2,,3,,1,,,,,1,2,2,3,,1,,2,,1,2,3,,,2,1,,,1,1,,,,2,3,2,1,1
196,1,3,1,2,2,1,2,2,1,1,,,1,,1,,1,,,1,1,1,,3,,1,1,,,1,2,2,1,3,,,2,
197,1,,2,,1,,1,3,1,1,,2,1,1,1,,,3,,3,1,2,,,1,2,,2,2,,1,1,,3,2,,,
198,1,,,,1,1,1,1,,1,2,2,1,1,1,,,1,1,1,,,2,1,1,,2,3,1,1,3,2,1,1,1,1,1,1
199,3,1,1,,,1,1,2,1,1,5,2,1,2,,,2,,,,,1,1,1,,,3,,2,1,1,,1,2,1,1,,
200,1,,,1,1,,1,2,,1,2,2,3,1,4,,,2,1,1,1,,3,1,,2,2,,3,,,1,1,,,1,,
